Gondi Word	Phonetic	Part of Speech	Telugu Meaning	English Meaning	Hindi Meaning	Ex 1 Gondi	Ex 1 Telugu	Ex 1 English	Ex 1 Hindi	Ex 2 Gondi	Ex 2 Telugu	Ex 2 English	Ex 2 Hindi	Ex 3 Gondi	Ex 3 Telugu	Ex 3 English	Ex 3 Hindi
తెండ్త	/teṇḍta/	n	తీసినది	extract		తెండ్త నియ్దె పేన్ తుంగంతెర్.	తీసిన నూనెను దేవుని పూజకు వాడుతారు.										
తెండ్-	/teṇḍ-/	v	తియ్యడము	to take out, remove, draw (water)	निकालना	వడి వాయన ఇంజెర్ కిట్కింగ్ తెండన.	గాలి రావడం కోసం కిటికీలు తీయాలి.										
తెయ్ల	/teyla/	n	సంచి	bag	झोला	తెయ్లతె సామన్ తరంతెర్.	సంచితో సరుకులు తెస్తారు.										
తెర్	/ter/		కంటె	than	से	తాన్ తెర్ ఇద్ చొకొట్ మందంత.	దాని కంటె ఇదే బాగా ఉంటుంది.										
తెర్గ్-	/terg-/	v	ఎక్కుట	to climb up, mount		వీర్ సమ్దిర్ మర్రత్ పొర్రొ తెర్గ్‌తెర్.	వీరందరూ చెట్టు పై ఎక్కినారు.	They all climbed up the tree.									
తెర్య	/terya/	v	తెరుచుట	filter		మస్తరల్ వాసెర్ మంతొర్ కావడ్ తెర్య.	గురువు వస్తున్నాడు తలుపు తియ్యి.										
తెర్వల్	/terval/	n	పీకడం	pull out		నావంగ్ రండ్ పల్క్ తెర.	నా రెండు పళ్లు పీకడం.										
తెర్వి జాడి	/tervi jāḍi/	n	ఒక రకమైన గడ్డి	kind of grass, the root of which is a fragrant bulb		గుసడ్క్ కయ్క్‌నగ తెర్వి జాడితంగ్ కాయంగ్ దొహంతెర్.	గుసాడిలు చేతులకు ఒక రకమైన గడ్డి కాయలు కట్టుకుంటారు.										
తెర్-	/ter-/	v	పీకు	to pull out, uproot	हटाना												
కస్నెతెర్-	/kasneter-/			to uproot something													
కస్ కస్ తెర్-	/kas kas ter-/			to uproot many things quickly		సడయి మొరొల్క్ కస్ కస్ తెరంతెర్.	చెనగ మొక్కలను తొందర తొందరగా తీస్తారు.	They uproot the channa plants.									
తెరియ	/teriya/		తెర్చుకో			బాబల్ వాతొర్ ఇంజెర్ కావడ్ తెరితొర్.	తండ్రి వచ్చాడని తలుపులు తెరిచాడు.										
తెరి-	/teri-/	v	తెరుచుట	to open	खोलना	బతల్ మంతయొ తెరిసి సూడంతొన్.	ఏమున్నదో తెరిచి చూస్తాను.										
తెరుస్వల్	/terusval/	v	గొడవ పెట్టుకో	to fight, quarrel	लड़ना	ఉంది వెయ్లొ వొరొర్ మాయ్నల్ బయ్ తెరుస్తేర్.	ఒక మగాయన,ఒక ఆడ ఆమె చాలా కొట్లాడుకున్నారు.	One woman and man fought much.									
తెరుస్-	/terus-/		గొడవ చేయుట			మావ నాటె యేతున్ సాటి కుహితగ తెరు సీంతెర్.	మా ఊరిలో నీటి కోసం బావి దగ్గర గొడవ చేస్తారు.										
తెలగొల కియ్వల్	/telagola kiyval/	n	ముగింపు	solution		నావ నీవ జగ్డతున్ తెలగొల కీమ్.	మన గొడవను తేల్చాలి.										
తెల్‌ఙడ్	/telṅaḍ/	n	నాలుగు దిక్కులలో దక్షిణము ఒక దిక్కు	south	उत्तर; पत्र; चिट्ठी												
తెహ్చ్-	/tehc-/	v	చెరుగు	to clean rice or lentils using an open-ended basket		నిమ్మె పెరెక్ తెహ్చ.	నీవు బియ్యాన్ని చెరుగు.										
తెహ్-	/teh-/	v	లేపు	to revive (restore life)		నరుమ్సెర్ మన్నె బాబల్ వాసి నాక్ తెహ్తొర్.	నిద్రపోతున్నప్పుడు నాన వచ్చి నిద్ర లేపాడు.										
తేక మర్ర	/tēka marra/	n	టేకు చెట్టు	teak tree	पेड़	తేక కట్టెనె కుర్సింగ్ తయర్ కీంతెర్.	టేకు కట్టెతో కుర్చీలు తయారు చేస్తారు.										
తేచ్చి	/tēcci/	v	లేచి	after getting up		తాదొ కుర్చితల్ తెచ్చి రొప్పొ వాతొర్.	తాతయ్య కుర్చీలో నుండి లేచి లోపలికి వచ్చాడు.										
తేడల్	/tēḍal/	n	తేడా	difference	भेद; अंतर; परिवर्तन; मत भेद; मन मुटाव	వోర్ తేడ సెల్వక్ వెహ్చెర్ మంతొర్.	అతను తేడా లేకుండా చెబుతున్నాడు.										
తేద్-	/tēd-/	v	లెమ్ము	to rise, get up, fly up	उठना	నిమ్మె సక్రెన్ తేదన.	నీవు పొద్దున్నే లేవాలి.										
తేన	/tēna/	pron	ఈమె	her, its		ఇద్ పేడి బయ్ సోబత తేన పొరొల్ బతల్.	.ఈ అమ్మాయి చాలా మంచిది ఈమే పేరు ఏమిటి? .										
తేనె	/tēne/	pron	దీనితో	with this													
తేనె తుంక	/tēne tuṅka/		ఈమెనే చేసుకుంట			నన్ తేనె తుంక ఇంజెర్ మంతొన్.	నేను ఈమెనే పెళ్లి చేసుకుంటాను.										
తేర్య	/tērya/	n	బుడిమ్ కాయ	bitter gourd (looks somewhat like a cucumber)													
తేల్వల్	/tēlval/	adj	తేలడం	floaty		కమ్మి వజన్ వాలె యేతగ వాట్తెకె అద్ తేలంత.	తక్కువ బరువు ఉన్న వాటిని నీటిలో వేస్తే అది నీటిలో తేలుతుంది.										
తొక్కుడ్ గిందంగ్	/tokkuḍ gindaṅg/		ముట్టు గుడ్డలు			వెయ్లొక్ తొక్కుడ్ గిందంగ్ చొకొట్ సుక్కన.	స్త్రీలు ముట్టు గుడ్డలు మంచిగా ఉతకాలి.										
తొక్కుడ్ బండ	/tokkuḍ baṇḍa/	n	త్రొక్కే బండ	a children's game		కాండిర్ బంతంగ్ దివ్‌స్వల్ కర్సంతెర్ అదెన్ తొక్కుడ్ బండ ఇంతెర్.	పిల్లలు తొక్కుడు బండ ఆట ఆడుకుంటారు.										
